image_name,tags
train_1116,agriculture clear cultivation primary
train_1117,agriculture clear cultivation primary road water
train_1118,clear primary
train_1119,agriculture clear habitation primary road
train_1120,clear primary
train_1121,haze primary
train_1122,agriculture clear cultivation primary
train_1123,clear habitation primary road
train_1124,clear primary
train_1125,partly_cloudy primary
train_1126,cloudy
train_1127,clear primary
train_1128,agriculture clear cultivation habitation primary road
train_1129,agriculture cultivation partly_cloudy primary road
train_1130,agriculture clear habitation primary road water
train_1131,partly_cloudy primary
train_1132,clear primary road water
train_1133,clear primary
train_1134,agriculture clear cultivation primary
train_1135,clear primary water
train_1136,clear primary road water
train_1137,clear primary
train_1138,agriculture partly_cloudy primary
train_1139,agriculture partly_cloudy primary
train_1140,cloudy
train_1141,clear primary water
train_1142,agriculture clear primary
train_1143,clear cultivation primary
train_1144,agriculture clear primary road
train_1145,clear primary
train_1146,clear primary
train_1147,haze primary
train_1148,clear primary
train_1149,haze primary
train_1150,clear primary
train_1151,agriculture clear primary
train_1152,clear primary
train_1153,haze primary
train_1154,agriculture clear cultivation primary water
train_1155,clear primary
train_1156,agriculture clear primary
train_1157,clear primary
train_1158,clear primary
train_1159,agriculture clear cultivation primary road
train_1160,clear primary
train_1161,haze primary
train_1162,partly_cloudy primary water
train_1163,clear cultivation primary slash_burn
train_1164,clear primary
train_1165,clear primary road water
train_1166,clear primary water
train_1167,agriculture clear cultivation primary
train_1168,clear primary
train_1169,clear primary
train_1170,clear habitation primary road
train_1171,clear primary
train_1172,clear primary
train_1173,agriculture clear habitation primary road
train_1174,clear primary
train_1175,partly_cloudy primary
train_1176,agriculture cultivation habitation partly_cloudy primary road
train_1177,partly_cloudy primary
train_1178,agriculture clear habitation primary road
train_1179,partly_cloudy primary road
train_1180,clear primary
train_1181,clear primary road selective_logging
train_1182,clear primary
train_1183,partly_cloudy primary road selective_logging
train_1184,agriculture haze primary water
train_1185,clear primary water
train_1186,partly_cloudy primary
train_1187,clear primary
train_1188,agriculture clear cultivation primary road
train_1189,clear primary
train_1190,clear primary
train_1191,agriculture clear primary road
train_1192,clear primary
train_1193,clear primary
train_1194,cloudy
train_1195,agriculture clear habitation primary road
train_1196,clear water
train_1197,agriculture cultivation habitation partly_cloudy primary road
train_1198,clear primary
train_1199,agriculture clear
train_1200,clear primary
train_1201,bare_ground clear cultivation primary
train_1202,partly_cloudy primary
train_1203,clear primary
train_1204,bare_ground clear primary
train_1205,clear primary
train_1206,clear habitation primary road water
train_1207,agriculture partly_cloudy primary road water
train_1208,clear primary water
train_1209,clear cultivation primary
train_1210,partly_cloudy primary
train_1211,bare_ground clear habitation primary
train_1212,clear primary
train_1213,clear primary
train_1214,clear primary
train_1215,clear primary
train_1216,clear primary water
train_1217,agriculture clear primary
train_1218,clear primary
train_1219,partly_cloudy primary
train_1220,agriculture clear cultivation primary
train_1221,clear primary
train_1222,clear primary
train_1223,bare_ground clear primary road water
train_1224,clear primary
train_1225,partly_cloudy primary
train_1226,partly_cloudy primary
train_1227,clear primary
train_1228,agriculture clear primary road
train_1229,agriculture haze primary road water
train_1230,agriculture haze primary
train_1231,clear primary
train_1232,haze primary
train_1233,agriculture partly_cloudy primary
train_1234,agriculture clear cultivation habitation primary road
train_1235,agriculture clear habitation primary road
train_1236,haze primary
train_1237,agriculture clear cultivation primary road
train_1238,agriculture clear primary
train_1239,agriculture partly_cloudy primary
train_1240,partly_cloudy primary
train_1241,agriculture clear primary road
train_1242,clear primary
train_1243,clear primary water
train_1244,clear primary water
train_1245,clear primary
train_1246,clear primary
train_1247,partly_cloudy primary water
train_1248,clear primary
train_1249,agriculture partly_cloudy primary road
train_1250,partly_cloudy primary
train_1251,clear primary road water
train_1252,agriculture clear primary road
train_1253,agriculture clear cultivation primary
train_1254,agriculture clear primary road water
train_1255,clear primary
train_1256,cloudy
train_1257,clear primary
train_1258,clear primary water
train_1259,clear primary
train_1260,clear primary
train_1261,agriculture clear primary
train_1262,agriculture clear primary road
train_1263,clear cultivation primary
train_1264,partly_cloudy primary
train_1265,cloudy
train_1266,agriculture partly_cloudy primary
train_1267,clear primary
train_1268,haze primary
train_1269,clear cultivation primary
train_1270,clear primary
train_1271,agriculture clear cultivation primary
train_1272,agriculture clear cultivation primary
train_1273,agriculture bare_ground clear cultivation primary
train_1274,clear primary
train_1275,clear primary
train_1276,clear primary
train_1277,agriculture clear cultivation primary
train_1278,agriculture clear primary slash_burn
train_1279,agriculture clear cultivation habitation primary road
train_1280,agriculture cultivation partly_cloudy primary
train_1281,clear primary
train_1282,clear primary
train_1283,cloudy
train_1284,partly_cloudy primary
train_1285,clear primary road
train_1286,clear primary
train_1287,agriculture partly_cloudy primary road
train_1288,clear primary water
train_1289,clear primary water
train_1290,clear primary water
train_1291,partly_cloudy primary
train_1292,clear primary
train_1293,clear primary
train_1294,agriculture clear primary
train_1295,agriculture clear primary road
train_1296,clear primary
train_1297,cloudy
train_1298,agriculture haze primary
train_1299,clear primary
train_1300,partly_cloudy primary water
train_1301,agriculture clear primary road
train_1302,agriculture partly_cloudy primary
train_1303,clear primary
train_1304,cloudy
train_1305,agriculture partly_cloudy primary road
train_1306,agriculture clear primary road
train_1307,clear primary
train_1308,clear primary water
train_1309,agriculture clear cultivation primary
train_1310,clear primary
train_1311,agriculture clear primary road
train_1312,partly_cloudy primary
train_1313,haze primary
train_1314,clear primary
train_1315,haze primary
train_1316,blooming clear primary
train_1317,agriculture cultivation partly_cloudy primary
train_1318,partly_cloudy primary
train_1319,agriculture clear habitation primary road slash_burn
train_1320,agriculture haze primary water
train_1321,haze primary
train_1322,clear primary
train_1323,agriculture clear cultivation primary road
train_1324,clear primary
train_1325,agriculture clear primary road
train_1326,clear habitation primary road
train_1327,agriculture clear primary road
train_1328,agriculture partly_cloudy primary road
train_1329,clear primary water
